,address,country,detailedType.subTypology,detailedType.typology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,showAddress,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url
1177,"calle de mallorca, 508",es,,garage,2555,Eixample,False,PLAZA 12 SOTANO A,,False,False,False,False,False,41.4074022,2.1807853,Barcelona,La Sagrada Família,False,,4,rent,169.0,,38684095,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de mallorca, 508",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/fe/5e/240797555.jpg,https://www.idealista.com/inmueble/38684095/
1178,"calle de mallorca, 508",es,,garage,2555,Eixample,False,PLAZA 9 SOTANO A,,False,False,False,False,False,41.4074022,2.1807853,Barcelona,La Sagrada Família,False,,4,rent,169.0,,38684093,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de mallorca, 508",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/24/86/240797551.jpg,https://www.idealista.com/inmueble/38684093/
1179,"calle de pau claris, 194",es,,garage,1710,Eixample,False,ALMACEN 1 SOTANO A,,False,False,False,False,False,41.3974123,2.1611113,Barcelona,La Dreta de l'Eixample,False,,3,rent,134.0,,38684273,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de pau claris, 194",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/d9/14/240798690.jpg,https://www.idealista.com/inmueble/38684273/
1180,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 115 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,92.0,,38684286,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/38/5e/240798803.jpg,https://www.idealista.com/inmueble/38684286/
1181,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 109 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,93.0,,38684284,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/f6/bd/240798787.jpg,https://www.idealista.com/inmueble/38684284/
1182,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 116 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,54.0,,38684287,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/2c/d6/240798806.jpg,https://www.idealista.com/inmueble/38684287/
1183,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 111 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,30.0,,38684285,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/c1/3a/240798790.jpg,https://www.idealista.com/inmueble/38684285/
1184,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 124 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,30.0,,38684299,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/70/46/240798877.jpg,https://www.idealista.com/inmueble/38684299/
1185,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 119 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,30.0,,38684298,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/10/4c/240798848.jpg,https://www.idealista.com/inmueble/38684298/
1186,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 222 SOTANO B,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,54.0,,38684309,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/8e/0e/240798898.jpg,https://www.idealista.com/inmueble/38684309/
1187,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 128 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,30.0,,38684303,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/16/f7/240798883.jpg,https://www.idealista.com/inmueble/38684303/
1188,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 129 SOTANO A,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,30.0,,38684304,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/b5/e5/240798886.jpg,https://www.idealista.com/inmueble/38684304/
1189,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 208 SOTANO B,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,54.0,,38684305,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/fb/69/240798889.jpg,https://www.idealista.com/inmueble/38684305/
1190,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 314 SOTANO C,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,54.0,,38684314,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/81/67/240798935.jpg,https://www.idealista.com/inmueble/38684314/
1191,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 339 SOTANO C,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,65.0,,38684318,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/81/ab/240798978.jpg,https://www.idealista.com/inmueble/38684318/
1192,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 313 SOTANO C,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,54.0,,38684312,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/91/5b/240798932.jpg,https://www.idealista.com/inmueble/38684312/
1193,"calle de móra d'ebre, 65",es,,garage,4309,Gràcia,False,PLAZA 312 SOTANO C,,False,False,False,False,False,41.4195569,2.1497387,Barcelona,El Coll,False,,3,rent,65.0,,38684311,garage,Barcelona,True,"El Coll, Barcelona","Garaje en calle de móra d'ebre, 65",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/e9/c9/240798904.jpg,https://www.idealista.com/inmueble/38684311/
1194,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 2 SOTANO A,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,217.0,,38684387,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/a6/c3/584977849.jpg,https://www.idealista.com/inmueble/38684387/
1195,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 3 SOTANO A,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,217.0,,38684390,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/3f/e6/584977885.jpg,https://www.idealista.com/inmueble/38684390/
1196,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 1 SOTANO B,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,217.0,,38684393,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/fd/38/584977873.jpg,https://www.idealista.com/inmueble/38684393/
1197,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 1 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684399,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/ec/32/584977961.jpg,https://www.idealista.com/inmueble/38684399/
1198,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 4 SOTANO A,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,217.0,,38684391,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f0/9f/74/584977879.jpg,https://www.idealista.com/inmueble/38684391/
1199,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 9 SOTANO B,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,217.0,,38684395,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/e3/3c/584977855.jpg,https://www.idealista.com/inmueble/38684395/
1200,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 3 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684403,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/a3/38/584977903.jpg,https://www.idealista.com/inmueble/38684403/
1201,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 5 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684405,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/96/fc/584977915.jpg,https://www.idealista.com/inmueble/38684405/
1202,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 2 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684400,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/a6/5e/584977897.jpg,https://www.idealista.com/inmueble/38684400/
1203,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 10 SOTANO B,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,217.0,,38684411,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/5c/8d/584977891.jpg,https://www.idealista.com/inmueble/38684411/
1204,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 8 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684409,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/c4/2c/584977955.jpg,https://www.idealista.com/inmueble/38684409/
1205,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 7 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684408,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/d3/44/584977927.jpg,https://www.idealista.com/inmueble/38684408/
1206,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 4 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684404,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/a9/d0/584977909.jpg,https://www.idealista.com/inmueble/38684404/
1207,"gran via de les corts catalanes, 641",es,,garage,807,Eixample,False,PLAZA 6 MOTO  PTA. BAJA,,False,False,False,False,False,41.3922063,2.1714061,Barcelona,La Dreta de l'Eixample,False,,6,rent,30.0,,38684407,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 641",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/fa/93/584977921.jpg,https://www.idealista.com/inmueble/38684407/
1208,"calle de tomás bretón, 32 -",es,,garage,7905,,False,PLAZA 68 SOTANO C,,False,False,False,False,False,41.3758755,2.0794479,Esplugues de Llobregat,,False,,3,rent,50.0,,38684635,garage,Barcelona,True,Esplugues de Llobregat,"Garaje en calle de tomás bretón, 32 -",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/27/95/240800218.jpg,https://www.idealista.com/inmueble/38684635/
1209,"calle d'anton fortuny, 14",es,,garage,7786,,False,PLAZA 1 SOTANO A,,False,False,False,False,False,41.37774,2.08058,Esplugues de Llobregat,,False,,3,rent,70.0,,38684645,garage,Barcelona,True,Esplugues de Llobregat,"Garaje en calle d'anton fortuny, 14",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/d9/7b/240800257.jpg,https://www.idealista.com/inmueble/38684645/
1210,"calle de tomás bretón, 32 -",es,,garage,7905,,False,PLAZA 47 SOTANO C,,False,False,False,False,False,41.3758755,2.0794479,Esplugues de Llobregat,,False,,3,rent,50.0,,38684641,garage,Barcelona,True,Esplugues de Llobregat,"Garaje en calle de tomás bretón, 32 -",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/a4/f2/240800242.jpg,https://www.idealista.com/inmueble/38684641/
1211,"calle d'anton fortuny, 14",es,,garage,7786,,False,PLAZA 18 SOTANO A,,False,False,False,False,False,41.37774,2.08058,Esplugues de Llobregat,,False,,3,rent,70.0,,38684648,garage,Barcelona,True,Esplugues de Llobregat,"Garaje en calle d'anton fortuny, 14",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/91/3f/240800303.jpg,https://www.idealista.com/inmueble/38684648/
1212,"via augusta, 117",es,,garage,2852,Sarrià-Sant Gervasi,False,PLAZA 21 SOTANO C,,False,False,False,False,False,41.400511,2.1460632,Barcelona,Sant Gervasi - Galvany,False,,3,rent,75.0,,38684671,garage,Barcelona,True,"Sant Gervasi - Galvany, Barcelona","Garaje en via augusta, 117",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/62/98/240800369.jpg,https://www.idealista.com/inmueble/38684671/
1213,"calle de pelai, 3",es,,garage,634,Eixample,False,PLAZA 24 SOTANO C,,False,False,False,False,False,41.3859359,2.1658813,Barcelona,La Dreta de l'Eixample,False,,4,rent,130.0,,38684685,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de pelai, 3",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/6e/2c/240800449.jpg,https://www.idealista.com/inmueble/38684685/
1214,"calle de pelai, 3",es,,garage,634,Eixample,False,PLAZA 10 SOTANO C,,False,False,False,False,False,41.3859359,2.1658813,Barcelona,La Dreta de l'Eixample,False,,4,rent,141.0,,38684682,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de pelai, 3",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/4b/a4/240800436.jpg,https://www.idealista.com/inmueble/38684682/
1215,"calle de pelai, 3",es,,garage,634,Eixample,False,PLAZA 27 SOTANO C,,False,False,False,False,False,41.3859359,2.1658813,Barcelona,La Dreta de l'Eixample,False,,4,rent,130.0,,38684686,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de pelai, 3",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/19/b9/240800457.jpg,https://www.idealista.com/inmueble/38684686/
1216,"gran via de les corts catalanes, 391",es,,garage,2131,Eixample,False,PLAZA 15 SOTANO C,,False,False,False,False,False,41.3764927,2.1505721,Barcelona,La Nova Esquerra de l'Eixample,False,,4,rent,80.0,,38695646,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en gran via de les corts catalanes, 391",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/61/66/241008781.jpg,https://www.idealista.com/inmueble/38695646/
1217,"calle d'esteve terradas, 53",es,,garage,4280,Gràcia,False,PLAZA MOTO 6 SOTANO B,,False,False,False,False,False,41.414257,2.1398907,Barcelona,Vallcarca i els Penitents,False,,3,rent,30.0,,38682613,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 53",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/d8/6f/240785511.jpg,https://www.idealista.com/inmueble/38682613/
1218,"calle de folgueroles, 19",es,,garage,4041,Sarrià-Sant Gervasi,False,PLAZA MOTO 8 SOTANO D SECTOR B,,False,False,False,False,False,41.4082395,2.1360377,Barcelona,Sant Gervasi - La Bonanova,False,,6,rent,40.0,,38682555,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle de folgueroles, 19",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/fb/a8/585236905.jpg,https://www.idealista.com/inmueble/38682555/
1219,"calle del rosselló, 25",es,,garage,2470,Eixample,False,PLAZA 10 SOTANO B,,False,False,False,False,False,41.3832825,2.1438891,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,70.0,,38682039,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle del rosselló, 25",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/ef/89/240779912.jpg,https://www.idealista.com/inmueble/38682039/
1220,"calle del rosselló, 25",es,,garage,2470,Eixample,False,PLAZA MOTO 2 SOTANO A,,False,False,False,False,False,41.3832825,2.1438891,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,40.0,,38682036,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle del rosselló, 25",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/24/de/240779866.jpg,https://www.idealista.com/inmueble/38682036/
1221,"calle del rosselló, 25",es,,garage,2470,Eixample,False,PLAZA 9 SOTANO A,,False,False,False,False,False,41.3832825,2.1438891,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,70.0,,38682034,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle del rosselló, 25",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/d0/86/240779842.jpg,https://www.idealista.com/inmueble/38682034/
1222,"paseo de la bonanova, 59",es,,garage,4266,Sarrià-Sant Gervasi,False,PLAZA 4 SOTANO B,,False,False,False,False,False,41.4033711,2.1284151,Barcelona,Les Tres Torres,False,,6,rent,203.0,,38681988,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en paseo de la bonanova, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/e1/66/584976552.jpg,https://www.idealista.com/inmueble/38681988/
1223,"paseo de la bonanova, 59",es,,garage,4266,Sarrià-Sant Gervasi,False,PLAZA 8 SOTANO C,,False,False,False,False,False,41.4033711,2.1284151,Barcelona,Les Tres Torres,False,,6,rent,203.0,,38681987,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en paseo de la bonanova, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/28/87/584976563.jpg,https://www.idealista.com/inmueble/38681987/
1224,"paseo de la bonanova, 59",es,,garage,4266,Sarrià-Sant Gervasi,False,PLAZA 16 SOTANO B,,False,False,False,False,False,41.4033711,2.1284151,Barcelona,Les Tres Torres,False,,6,rent,203.0,,38681982,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en paseo de la bonanova, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/0c/d5/584976503.jpg,https://www.idealista.com/inmueble/38681982/
1225,"paseo de la bonanova, 59",es,,garage,4266,Sarrià-Sant Gervasi,False,PLAZA 2 SOTANO C,,False,False,False,False,False,41.4033711,2.1284151,Barcelona,Les Tres Torres,False,,6,rent,203.0,,38681984,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en paseo de la bonanova, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/c0/19/584976515.jpg,https://www.idealista.com/inmueble/38681984/
1226,"paseo de la bonanova, 59",es,,garage,4266,Sarrià-Sant Gervasi,False,PLAZA 19 SOTANO B,,False,False,False,False,False,41.4033711,2.1284151,Barcelona,Les Tres Torres,False,,6,rent,203.0,,38681983,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en paseo de la bonanova, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/1c/d3/584976509.jpg,https://www.idealista.com/inmueble/38681983/
1227,"paseo de la bonanova, 59",es,,garage,4266,Sarrià-Sant Gervasi,False,PLAZA 6 SOTANO C,,False,False,False,False,False,41.4033711,2.1284151,Barcelona,Les Tres Torres,False,,6,rent,203.0,,38681985,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en paseo de la bonanova, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/42/cb/584976527.jpg,https://www.idealista.com/inmueble/38681985/
1228,"paseo de la bonanova, 59",es,,garage,4266,Sarrià-Sant Gervasi,False,PLAZA 7 SOTANO C,,False,False,False,False,False,41.4033711,2.1284151,Barcelona,Les Tres Torres,False,,6,rent,203.0,,38681986,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en paseo de la bonanova, 59",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/a1/b2/584976542.jpg,https://www.idealista.com/inmueble/38681986/
1229,"avenida lluís companys, 15",es,,garage,9540,,False,PLAZA 10 SOTANO B,,False,False,False,False,False,41.3773302,2.0595134,Sant Joan Despí,,False,,3,rent,60.0,,38681768,garage,Barcelona,True,Sant Joan Despí,"Garaje en avenida lluís companys, 15",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/5a/ed/240777975.jpg,https://www.idealista.com/inmueble/38681768/
1230,"avenida lluís companys, 15",es,,garage,9540,,False,PLAZA 34 SOTANO B,,False,False,False,False,False,41.3773302,2.0595134,Sant Joan Despí,,False,,3,rent,60.0,,38681771,garage,Barcelona,True,Sant Joan Despí,"Garaje en avenida lluís companys, 15",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/c2/d6/240778026.jpg,https://www.idealista.com/inmueble/38681771/
1231,"avenida lluís companys, 15",es,,garage,9540,,False,PLAZA 23 SOTANO B,,False,False,False,False,False,41.3773302,2.0595134,Sant Joan Despí,,False,,3,rent,60.0,,38681769,garage,Barcelona,True,Sant Joan Despí,"Garaje en avenida lluís companys, 15",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/48/62/240777988.jpg,https://www.idealista.com/inmueble/38681769/
1232,"avenida lluís companys, 15",es,,garage,9540,,False,PLAZA 27 SOTANO B,,False,False,False,False,False,41.3773302,2.0595134,Sant Joan Despí,,False,,3,rent,60.0,,38681770,garage,Barcelona,True,Sant Joan Despí,"Garaje en avenida lluís companys, 15",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/28/0c/240778022.jpg,https://www.idealista.com/inmueble/38681770/
1233,"avenida lluís companys, 15",es,,garage,9540,,False,PLAZA 11 SOTANO B,,False,False,False,False,False,41.3773302,2.0595134,Sant Joan Despí,,False,,3,rent,60.0,,38681772,garage,Barcelona,True,Sant Joan Despí,"Garaje en avenida lluís companys, 15",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/89/cc/240778030.jpg,https://www.idealista.com/inmueble/38681772/
1234,"calle de torreblanca, 10",es,,garage,9643,,False,PLAZA 41 SOTANO,,False,False,False,False,False,41.3772233,2.0582939,Sant Joan Despí,,False,,3,rent,40.0,,38681757,garage,Barcelona,True,Sant Joan Despí,"Garaje en calle de torreblanca, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/38/fb/240777970.jpg,https://www.idealista.com/inmueble/38681757/
1235,"calle de torreblanca, 10",es,,garage,9643,,False,PLAZA 33 SOTANO,,False,False,False,False,False,41.3772233,2.0582939,Sant Joan Despí,,False,,3,rent,50.0,,38681755,garage,Barcelona,True,Sant Joan Despí,"Garaje en calle de torreblanca, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/32/73/240777949.jpg,https://www.idealista.com/inmueble/38681755/
1236,"calle de torreblanca, 10",es,,garage,9643,,False,PLAZA 29 SOTANO,,False,False,False,False,False,41.3772233,2.0582939,Sant Joan Despí,,False,,3,rent,35.0,,38681754,garage,Barcelona,True,Sant Joan Despí,"Garaje en calle de torreblanca, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/6a/ea/240777945.jpg,https://www.idealista.com/inmueble/38681754/
1237,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 16 SOTANO C,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,35.0,,38681685,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/5d/4c/240777046.jpg,https://www.idealista.com/inmueble/38681685/
1238,"avenida de mistral, 50",es,,garage,1870,Eixample,False,PLAZA 13 SOTANO A,,False,False,False,False,False,41.3762259,2.1543511,Barcelona,Sant Antoni,False,,3,rent,80.0,,38681678,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en avenida de mistral, 50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/0c/1a/240776994.jpg,https://www.idealista.com/inmueble/38681678/
