,address,country,detailedType.subTypology,detailedType.typology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,showAddress,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url,features
2618,"calle de Pau Claris, 95",es,sedanCar,garage,725,Eixample,False,,,False,False,True,False,False,41.3908251,2.1692199,Barcelona,La Dreta de l'Eixample,False,,0,rent,110.0,,81927347,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de Pau Claris, 95",,https://www.idealista.com/inmueble/81927347/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2619,"avenida del President Companys, 23",es,motorcycle,garage,9854,Centre,False,,,False,False,True,False,False,41.4538183,2.2480349,Badalona,,False,,0,rent,30.0,,81867272,garage,Barcelona,True,"Centre, Badalona","Garaje en avenida del President Companys, 23",,https://www.idealista.com/inmueble/81867272/,"['Plaza para moto', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2620,"avenida de Josep Tarradellas, 35",es,compactCar,garage,2616,Sants-Montjuïc,False,,,False,False,True,False,False,41.38336620000001,2.1421269,Barcelona,Sants,False,,0,rent,80.0,,81848993,garage,Barcelona,True,"Sants, Barcelona","Garaje en avenida de Josep Tarradellas, 35",,https://www.idealista.com/inmueble/81848993/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor']"
2621,avenida del Segle XXI s/n,es,sedanCar,garage,14326,Parc Empresarial,False,,,False,False,True,False,False,41.315856200000006,2.02865,Viladecans,,False,,0,rent,50.0,,38550172,garage,Barcelona,True,"Parc Empresarial, Viladecans",Garaje en avenida del Segle XXI s/n,,https://www.idealista.com/inmueble/38550172/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2622,"calle de Mejia Lequerica, 28",es,twoCars,garage,3959,Les Corts,False,,,False,False,False,False,False,41.3831361,2.1260112,Barcelona,La Maternitat i Sant Ramon,False,,0,rent,160.0,,81806638,garage,Barcelona,True,"La Maternitat i Sant Ramon, Barcelona","Garaje en calle de Mejia Lequerica, 28",,https://www.idealista.com/inmueble/81806638/,"['Plaza para 2 coches o más', 'Cubierta', ' Puerta automática de garaje ']"
2623,plaza laguna lanao s/n sn,es,carAndMotorcycle,garage,4140,Gràcia,False,,,False,False,False,False,False,41.4178045,2.1496559,Barcelona,El Coll,False,,0,rent,110.0,,81624934,garage,Barcelona,True,"El Coll, Barcelona",Garaje en plaza laguna lanao s/n sn,,https://www.idealista.com/inmueble/81624934/,[]
2624,"calle d'Anna Piferrer, 16",es,compactCar,garage,4542,Gràcia,False,,,False,False,False,False,False,41.4175272,2.1402773,Barcelona,Vallcarca i els Penitents,False,,0,rent,90.0,,81463275,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'Anna Piferrer, 16",,https://www.idealista.com/inmueble/81463275/,"['Plaza para coche pequeño', 'Cubierta', ' Puerta automática de garaje ']"
2625,Centre - Estació,es,sedanCar,garage,12008,Centre - Estació,False,53628,bj,False,False,False,False,False,41.4705776,2.0853538,Sant Cugat del Vallès,,False,,0,rent,70.0,6.0,81415432,garage,Barcelona,False,"Centre - Estació, Sant Cugat del Vallès",Garaje,,https://www.idealista.com/inmueble/81415432/,"['Plaza para coche grande', '11 m²', 'Plaza número N.4 ']"
2626,"calle de Goya, 5",es,compactCar,garage,2106,Gràcia,False,,,False,False,False,False,False,41.39942070000001,2.156862,Barcelona,Vila de Gràcia,False,,0,rent,115.0,,40466517,garage,Barcelona,True,"Vila de Gràcia, Barcelona","Garaje en calle de Goya, 5",,https://www.idealista.com/inmueble/40466517/,[]
2627,"calle d'Àngel Guimerà, 7",es,sedanCar,garage,4647,Santa Eulàlia,False,,,False,False,False,False,False,41.3662395,2.1236971,Hospitalet de Llobregat,Santa Eulàlia,False,,0,rent,85.0,,40448386,garage,Barcelona,True,"Santa Eulàlia, Hospitalet de Llobregat","Garaje en calle d'Àngel Guimerà, 7",,https://www.idealista.com/inmueble/40448386/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ']"
2628,"carretera de Barcelona, 29",es,sedanCar,garage,14543,Campreciós - Torre Roja,False,,,False,False,False,False,False,41.3183889,2.023526,Viladecans,,False,,0,rent,50.0,5.0,40419450,garage,Barcelona,True,"Campreciós - Torre Roja, Viladecans","Garaje en carretera de Barcelona, 29",,https://www.idealista.com/inmueble/40419450/,"['Plaza para coche grande', '11 m²', 'Cubierta', ' Puerta automática de garaje ']"
2629,"plaza Sol de Baix, 1",es,compactCar,garage,3749,Les Corts,False,,,False,False,True,False,False,41.3821751,2.128622,Barcelona,Les Corts,False,,0,rent,100.0,,2352938,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en plaza Sol de Baix, 1",,https://www.idealista.com/inmueble/2352938/,"['Plaza para coche pequeño', 'Cubierta', 'Plaza número 28 ', 'Con ascensor', ' Puerta automática de garaje ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
2630,"calle de la Nena Casas, 2",es,motorcycle,garage,3562,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.3942588,2.132477,Barcelona,Les Tres Torres,False,,0,rent,35.0,,40154216,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en calle de la Nena Casas, 2",,https://www.idealista.com/inmueble/40154216/,"['Plaza para moto', 'Cubierta']"
2631,"calle de la Nena Casas, 2",es,sedanCar,garage,3562,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.3942588,2.132477,Barcelona,Les Tres Torres,False,,0,rent,85.0,,40154206,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en calle de la Nena Casas, 2",,https://www.idealista.com/inmueble/40154206/,"['Plaza para coche grande', 'Cubierta']"
2632,"calle de Mallorca, 445",es,motorcycle,garage,2327,Eixample,False,,,False,False,True,False,False,41.4057141,2.1782224,Barcelona,La Sagrada Família,False,,0,rent,35.0,,39684566,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de Mallorca, 445",,https://www.idealista.com/inmueble/39684566/,"['Plaza para moto', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ']"
2633,"calle de Terol, 17",es,sedanCar,garage,2354,Gràcia,False,,,False,False,True,False,False,41.4026934,2.1576992,Barcelona,Vila de Gràcia,False,,0,rent,140.0,,39638264,garage,Barcelona,True,"Vila de Gràcia, Barcelona","Garaje en calle de Terol, 17",,https://www.idealista.com/inmueble/39638264/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
2634,"plaza Llucmajor, 1",es,motorcycle,garage,5901,Nou Barris,False,,,False,False,False,False,False,41.4381755,2.1740729,Barcelona,La Guineueta,False,,0,rent,20.0,5.0,39458575,garage,Barcelona,True,"La Guineueta, Barcelona","Garaje en plaza Llucmajor, 1",,https://www.idealista.com/inmueble/39458575/,"['Plaza para moto', '4 m²', 'Cubierta', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
2635,"calle de nàpols, 139",es,compactCar,garage,1294,Eixample,False,,,False,False,True,False,False,41.3961718,2.1781791,Barcelona,El Fort Pienc,False,,0,rent,100.0,,32906849,garage,Barcelona,True,"El Fort Pienc, Barcelona","Garaje en calle de nàpols, 139",,https://www.idealista.com/inmueble/32906849/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2636,"calle de Casp, 126",es,sedanCar,garage,1222,Eixample,False,,,False,False,True,False,False,41.3953119,2.1788187000000003,Barcelona,El Fort Pienc,False,,0,rent,100.0,,38833286,garage,Barcelona,True,"El Fort Pienc, Barcelona","Garaje en calle de Casp, 126",,https://www.idealista.com/inmueble/38833286/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
2637,"calle d'alemanya, 51",es,twoCars,garage,9275,Montigalà -Sant Crist,False,,,False,False,False,False,False,41.4598285,2.222854,Badalona,,False,,0,rent,60.0,,36854784,garage,Barcelona,True,"Montigalà -Sant Crist, Badalona","Garaje en calle d'alemanya, 51",,https://www.idealista.com/inmueble/36854784/,"['Plaza para 2 coches o más', 'Cubierta', ' Puerta automática de garaje ']"
2638,"calle de Joan Miró, 3",es,sedanCar,garage,1943,Sant Martí,False,,,False,False,True,False,False,41.3893195,2.1960128,Barcelona,La Vila Olímpica del Poblenou,False,,0,rent,85.0,,36568146,garage,Barcelona,True,"La Vila Olímpica del Poblenou, Barcelona","Garaje en calle de Joan Miró, 3",,https://www.idealista.com/inmueble/36568146/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Personal de seguridad ']"
2639,"calle de baltasar oriol i mercer, 38",es,compactCar,garage,7994,Almeda,False,,,False,False,False,False,False,41.352556,2.0879652,Cornellà de Llobregat,,False,,0,rent,50.0,,33599250,garage,Barcelona,True,"Almeda, Cornellà de Llobregat","Garaje en calle de baltasar oriol i mercer, 38",,https://www.idealista.com/inmueble/33599250/,"['Plaza para coche pequeño', 'Cubierta', ' Puerta automática de garaje ']"
2640,"frederic mompou, 4",es,sedanCar,garage,8287,,False,,,False,False,True,False,False,41.37487,2.0750099,Sant Just Desvern,,False,,0,rent,65.0,,33187415,garage,Barcelona,True,Sant Just Desvern,"Garaje en frederic mompou, 4",,https://www.idealista.com/inmueble/33187415/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
2641,"calle de cabanes, 43",es,motorcycle,garage,1490,Sants-Montjuïc,False,,,False,False,False,False,False,41.3720126,2.1695449,Barcelona,El Poble Sec - Parc de Montjuïc,False,,0,rent,35.0,,32294813,garage,Barcelona,True,"El Poble Sec - Parc de Montjuïc, Barcelona","Garaje en calle de cabanes, 43",,https://www.idealista.com/inmueble/32294813/,"['Plaza para moto', 'Cubierta', ' Puerta automática de garaje ']"
2642,Sant Just Desvern,es,,garage,7941,,False,GAR0792,,False,False,,False,False,41.377501,2.0787467,Sant Just Desvern,,False,,0,rent,75.0,,35812317,garage,Barcelona,False,Sant Just Desvern,Garaje,,https://www.idealista.com/inmueble/35812317/,[]
2643,"calle paris, 2",es,carAndMotorcycle,garage,2527,Eixample,False,,,False,False,False,False,False,41.38571,2.14311,Barcelona,La Nova Esquerra de l'Eixample,False,,0,rent,40.0,,82532647,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle paris, 2",,https://www.idealista.com/inmueble/82532647/,"['Plaza para coche y moto', 'Cubierta']"
2644,"calle paris, 2",es,carAndMotorcycle,garage,2527,Eixample,False,,,False,False,False,False,False,41.38571,2.14311,Barcelona,La Nova Esquerra de l'Eixample,False,,0,rent,40.0,,82532642,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle paris, 2",,https://www.idealista.com/inmueble/82532642/,"['Plaza para coche y moto', 'Cubierta']"
2645,"calle Gran de Sant Andreu, 477",es,sedanCar,garage,6521,Sant Andreu,False,,,False,False,False,False,False,41.4426909,2.1881994,Barcelona,Sant Andreu,False,,0,rent,85.0,17.0,82499853,garage,Barcelona,True,"Sant Andreu, Barcelona","Garaje en calle Gran de Sant Andreu, 477",,https://www.idealista.com/inmueble/82499853/,"['Plaza para coche grande', '5 m²', 'Cubierta', ' Puerta automática de garaje ']"
2646,"calle de Santa Madrona, 5",es,sedanCar,garage,1074,Ciutat Vella,False,,,False,False,False,False,False,41.3755456,2.1714428,Barcelona,El Raval,False,,0,rent,100.0,,82369896,garage,Barcelona,True,"El Raval, Barcelona","Garaje en calle de Santa Madrona, 5",,https://www.idealista.com/inmueble/82369896/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ']"
2647,"calle del Doctor Barraquer, 26",es,motorcycle,garage,13466,,False,,,False,False,False,False,False,41.410378,2.0155066,Molins de Rei,,False,,0,rent,30.0,,82269018,garage,Barcelona,True,Molins de Rei,"Garaje en calle del Doctor Barraquer, 26",,https://www.idealista.com/inmueble/82269018/,"['Plaza para coche y moto', '9,07 m²', 'Cubierta', ' Puerta automática de garaje ']"
2648,"calle de l'Energia, 36",es,carAndMotorcycle,garage,4214,Sants-Montjuïc,False,,,False,False,True,False,False,41.36052100000001,2.1349556,Barcelona,La Marina del Port,False,,0,rent,100.0,,82197175,garage,Barcelona,True,"La Marina del Port, Barcelona","Garaje en calle de l'Energia, 36",,https://www.idealista.com/inmueble/82197175/,"['Plaza para coche y moto', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ']"
2649,Centre - Estació,es,,garage,12247,Centre - Estació,False,GAR0294,,False,False,,False,False,41.4698211,2.0795168,Sant Cugat del Vallès,,False,,0,rent,50.0,,40560171,garage,Barcelona,False,"Centre - Estació, Sant Cugat del Vallès",Garaje,,https://www.idealista.com/inmueble/40560171/,[]
2650,"calle de Sicília, 188",es,compactCar,garage,1418,Eixample,False,,,False,False,False,False,False,41.3968233,2.1800951,Barcelona,El Fort Pienc,False,,0,rent,110.0,9.0,82134791,garage,Barcelona,True,"El Fort Pienc, Barcelona","Garaje en calle de Sicília, 188",,https://www.idealista.com/inmueble/82134791/,"['Plaza para coche pequeño', '12 m²', 'Cubierta', ' Puerta automática de garaje ']"
2651,"avenida de Ragull, 2",es,sedanCar,garage,12281,Sant Francesc-El Coll,False,,,False,False,True,False,False,41.4753178,2.0883937,Sant Cugat del Vallès,,False,,0,rent,82.0,,82121689,garage,Barcelona,True,"Sant Francesc-El Coll, Sant Cugat del Vallès","Garaje en avenida de Ragull, 2",,https://www.idealista.com/inmueble/82121689/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2652,"calle Pius XII, 25",es,sedanCar,garage,9418,Centre,False,,,False,False,False,False,False,41.3554226,2.067684,Cornellà de Llobregat,,False,,0,rent,65.0,7.0,26757508,garage,Barcelona,True,"Centre, Cornellà de Llobregat","Garaje en calle Pius XII, 25",,https://www.idealista.com/inmueble/26757508/,[]
2653,"calle Rosselló, 119",es,sedanCar,garage,13286,Camps Blancs - Casablanca - Canons,False,,,False,False,False,False,False,41.34512720000001,2.0233526,Sant Boi de Llobregat,,False,,0,rent,70.0,,82077056,garage,Barcelona,True,"Camps Blancs - Casablanca - Canons, Sant Boi de Llobregat","Garaje en calle Rosselló, 119",,https://www.idealista.com/inmueble/82077056/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
2654,calle Clara Campoamor s/n,es,sedanCar,garage,5816,,False,,,False,False,False,False,False,41.4240745,2.2199279,Sant Adriá de Besós,,False,,0,rent,90.0,,81987033,garage,Barcelona,True,Sant Adriá de Besós,Garaje en calle Clara Campoamor s/n,,https://www.idealista.com/inmueble/81987033/,[]
2655,Sant Francesc-El Coll,es,,garage,12379,Sant Francesc-El Coll,False,GAR0301,,False,False,,False,False,41.4758378,2.0873409,Sant Cugat del Vallès,,False,,0,rent,55.0,,81425080,garage,Barcelona,False,"Sant Francesc-El Coll, Sant Cugat del Vallès",Garaje,,https://www.idealista.com/inmueble/81425080/,[]
2656,barrio Verdun,es,,garage,6383,Nou Barris,False,TS2-2463,1,False,False,False,False,False,41.4424738,2.1760637000000003,Barcelona,Verdun,False,,0,rent,125.0,,81796997,garage,Barcelona,False,"Verdun, Barcelona",Garaje,,https://www.idealista.com/inmueble/81796997/,[]
2657,"calle Joan N. García-Nieto, 14",es,compactCar,garage,10554,,False,,,False,False,True,False,False,41.3906813,2.0470992,Sant Feliu de Llobregat,,False,,0,rent,50.0,,81645143,garage,Barcelona,True,Sant Feliu de Llobregat,"Garaje en calle Joan N. García-Nieto, 14",,https://www.idealista.com/inmueble/81645143/,[]
2658,"calle d'Aragó, 47",es,sedanCar,garage,2137,Eixample,False,,,False,False,False,False,False,41.380089,2.1486589,Barcelona,La Nova Esquerra de l'Eixample,False,,0,rent,90.0,,81629777,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle d'Aragó, 47",,https://www.idealista.com/inmueble/81629777/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ']"
2659,"calle d'Àngel Guimerà, 13",es,sedanCar,garage,13102,,False,,,False,False,False,False,False,41.41058,2.02002,Molins de Rei,,False,,0,rent,75.0,,81215614,garage,Barcelona,True,Molins de Rei,"Garaje en calle d'Àngel Guimerà, 13",,https://www.idealista.com/inmueble/81215614/,"['Plaza para coche grande', ' Puerta automática de garaje ']"
2660,"calle de Sant Francesc Xavier, 53",es,motorcycle,garage,6151,Nou Barris,False,,,False,False,False,False,False,41.440195,2.1800471000000003,Barcelona,La Prosperitat,False,,0,rent,30.0,,81145232,garage,Barcelona,True,"La Prosperitat, Barcelona","Garaje en calle de Sant Francesc Xavier, 53",,https://www.idealista.com/inmueble/81145232/,"['Plaza para moto', 'Cubierta']"
2661,"calle de Bonsoms, 30",es,sedanCar,garage,4146,Sants-Montjuïc,False,,,False,False,False,False,False,41.3739177,2.1259902000000004,Barcelona,Sants - Badal,False,,0,rent,100.0,8.0,40447231,garage,Barcelona,True,"Sants - Badal, Barcelona","Garaje en calle de Bonsoms, 30",,https://www.idealista.com/inmueble/40447231/,"['Plaza para coche grande', '13 m²', 'Cubierta', ' Puerta automática de garaje ']"
2662,"calle de Puig i Valls, 14",es,compactCar,garage,4135,Sants-Montjuïc,False,,,False,False,True,False,False,41.3739278,2.1261215,Barcelona,Sants - Badal,False,,0,rent,100.0,,40247845,garage,Barcelona,True,"Sants - Badal, Barcelona","Garaje en calle de Puig i Valls, 14",,https://www.idealista.com/inmueble/40247845/,"['Plaza para coche pequeño', 'Con ascensor']"
2663,Centre - Estació,es,,garage,12527,Centre - Estació,False,GAR0283,,False,False,,False,False,41.4732393,2.079792,Sant Cugat del Vallès,,False,,0,rent,80.0,,39946782,garage,Barcelona,False,"Centre - Estació, Sant Cugat del Vallès",Garaje,,https://www.idealista.com/inmueble/39946782/,[]
2664,"calle del Greco, 12",es,compactCar,garage,4729,Nou Barris,False,,,False,False,False,False,False,41.4276083,2.1712888,Barcelona,Vilapicina i la Torre Llobeta,False,,0,rent,100.0,,30052963,garage,Barcelona,True,"Vilapicina i la Torre Llobeta, Barcelona","Garaje en calle del Greco, 12",,https://www.idealista.com/inmueble/30052963/,"['Plaza para coche pequeño', 'Cubierta', ' Puerta automática de garaje ']"
2665,"rambla del Torrent d'en Xandri, 19",es,sedanCar,garage,12114,Sant Francesc-El Coll,False,,,False,False,False,False,False,41.4758219,2.0929348,Sant Cugat del Vallès,,False,,0,rent,80.0,7.0,39659187,garage,Barcelona,True,"Sant Francesc-El Coll, Sant Cugat del Vallès","Garaje en rambla del Torrent d'en Xandri, 19",,https://www.idealista.com/inmueble/39659187/,"['Plaza para coche grande', '11 m²', ' Puerta automática de garaje ']"
2666,"calle de Pitàgores, 1 7",es,motorcycle,garage,4858,Nou Barris,False,,,False,False,False,False,False,41.4284175,2.1657152,Barcelona,Vilapicina i la Torre Llobeta,False,,0,rent,25.0,,27994429,garage,Barcelona,True,"Vilapicina i la Torre Llobeta, Barcelona","Garaje en calle de Pitàgores, 1 7",,https://www.idealista.com/inmueble/27994429/,"['Plaza para moto', 'Cubierta', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
2667,"calle de Joan Güell, 113 -115-117",es,compactCar,garage,3474,Les Corts,False,,,False,False,True,False,False,41.3812278,2.1320773,Barcelona,Les Corts,False,,0,rent,100.0,,35394820,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en calle de Joan Güell, 113 -115-117",,https://www.idealista.com/inmueble/35394820/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2668,"calle de Lluçà, 8 -10-12",es,compactCar,garage,3514,Les Corts,False,,,False,False,False,False,False,41.3811461,2.1316031000000004,Barcelona,Les Corts,False,,0,rent,100.0,,35340460,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en calle de Lluçà, 8 -10-12",,https://www.idealista.com/inmueble/35340460/,"['Plaza para coche pequeño', 'Cubierta', ' Puerta automática de garaje ']"
2669,Parc Central - Colomer,es,carAndMotorcycle,garage,12476,Parc Central - Colomer,False,06016,bj,False,False,True,False,False,41.4706349,2.0765382,Sant Cugat del Vallès,,False,,0,rent,85.0,5.0,34576960,garage,Barcelona,False,"Parc Central - Colomer, Sant Cugat del Vallès",Garaje,,https://www.idealista.com/inmueble/34576960/,"['Plaza para coche y moto', '17 m²', 'Plaza número Nº 34 ', 'Con ascensor']"
2670,"calle Sant Francesc de Sales, 4",es,compactCar,garage,8360,,False,,,False,False,False,False,False,41.36855360000001,2.0756569,Sant Joan Despí,,False,,0,rent,50.0,,27284287,garage,Barcelona,True,Sant Joan Despí,"Garaje en calle Sant Francesc de Sales, 4",,https://www.idealista.com/inmueble/27284287/,"['Plaza para coche pequeño', 'Cubierta', ' Puerta automática de garaje ']"
2671,"calle de Lafont, 34",es,motorcycle,garage,1478,Sants-Montjuïc,False,,,False,False,False,False,False,41.3723033,2.168566,Barcelona,El Poble Sec - Parc de Montjuïc,False,,0,rent,50.0,13.0,28954510,garage,Barcelona,True,"El Poble Sec - Parc de Montjuïc, Barcelona","Garaje en calle de Lafont, 34",,https://www.idealista.com/inmueble/28954510/,"['Plaza para moto', '4 m²', 'Cubierta', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
2672,Centre,es,,garage,8950,Centre,False,414015,3,False,False,False,False,False,41.35838270000001,2.0722159,Cornellà de Llobregat,,False,,0,rent,40.0,,39611106,garage,Barcelona,False,"Centre, Cornellà de Llobregat",Garaje,,https://www.idealista.com/inmueble/39611106/,['Plaza número false ']
2673,"calle de Sargelet, 8",es,compactCar,garage,3274,Gràcia,False,,,False,False,False,False,False,41.40914620000001,2.1507404,Barcelona,La Salut,False,,0,rent,80.0,10.0,81520063,garage,Barcelona,True,"La Salut, Barcelona","Garaje en calle de Sargelet, 8",,https://www.idealista.com/inmueble/81520063/,"['Plaza para coche pequeño', '8 m²', 'Cubierta', ' Puerta automática de garaje ']"
2674,"calle barcelona, 23",es,sedanCar,garage,6296,Centre,False,,,False,False,True,False,False,41.36146220000001,2.1048283,Hospitalet de Llobregat,Centre,False,,0,rent,70.0,,31429449,garage,Barcelona,True,"Centre, Hospitalet de Llobregat","Garaje en calle barcelona, 23",,https://www.idealista.com/inmueble/31429449/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2675,"calle de feliu i codina, 99",es,sedanCar,garage,6009,Nou Barris,False,,,False,False,True,False,False,41.4387438,2.1646582000000003,Barcelona,La Guineueta,False,,0,rent,80.0,,30769960,garage,Barcelona,True,"La Guineueta, Barcelona","Garaje en calle de feliu i codina, 99",,https://www.idealista.com/inmueble/30769960/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2676,"calle de vilalba dels arcs, 4",es,sedanCar,garage,5596,Nou Barris,False,,,False,False,True,False,False,41.4353111,2.1687379,Barcelona,La Guineueta,False,,0,rent,85.0,,30770105,garage,Barcelona,True,"La Guineueta, Barcelona","Garaje en calle de vilalba dels arcs, 4",,https://www.idealista.com/inmueble/30770105/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2677,"calle dels Almogàvers, 60",es,carAndMotorcycle,garage,1402,Sant Martí,False,,,False,False,False,False,False,41.3936264,2.1857955,Barcelona,El Parc i la Llacuna del Poblenou,False,,0,rent,90.0,,39317436,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en calle dels Almogàvers, 60",,https://www.idealista.com/inmueble/39317436/,"['Plaza para coche y moto', 'Cubierta', ' Puerta automática de garaje ']"
2678,"calle de Nàpols, 217",es,motorcycle,garage,1603,Eixample,False,,,False,False,False,False,False,41.399523,2.1735255,Barcelona,La Dreta de l'Eixample,False,,0,rent,30.0,,38096882,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de Nàpols, 217",,https://www.idealista.com/inmueble/38096882/,[]
2679,"ronda Universitat, 17",es,twoCars,garage,604,Eixample,False,,,False,False,True,False,False,41.3866003,2.1664356,Barcelona,La Dreta de l'Eixample,False,,0,rent,105.0,,2388590,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en ronda Universitat, 17",,https://www.idealista.com/inmueble/2388590/,"['Plaza para 2 coches o más', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Personal de seguridad ']"
2680,"calle Miquel Cardona, 2 N",es,sedanCar,garage,12820,,False,,,False,False,True,False,False,41.3676384,2.0215085,Santa Coloma de Cervelló,,False,,0,rent,55.0,,36875529,garage,Barcelona,True,Santa Coloma de Cervelló,"Garaje en calle Miquel Cardona, 2 N",,https://www.idealista.com/inmueble/36875529/,"['Plaza para coche grande', 'Con ascensor', ' Puerta automática de garaje ']"
2681,"calle de la Indústria, 90",es,motorcycle,garage,2388,Eixample,False,,,False,False,False,False,False,41.4064735,2.1705016,Barcelona,La Sagrada Família,False,,0,rent,35.0,,35802414,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de la Indústria, 90",,https://www.idealista.com/inmueble/35802414/,"['Plaza para moto', 'Cubierta', ' Puerta automática de garaje ']"
2682,"calle Rei Martí, 26",es,compactCar,garage,3102,Sants-Montjuïc,False,,,False,False,True,False,False,41.3739502,2.1393079,Barcelona,Sants,False,,0,rent,90.0,,2398789,garage,Barcelona,True,"Sants, Barcelona","Garaje en calle Rei Martí, 26",,https://www.idealista.com/inmueble/2398789/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2683,"calle Galileu, 23",es,compactCar,garage,3326,Sants-Montjuïc,False,,,False,False,True,False,False,41.3768456,2.1350788,Barcelona,Sants,False,,0,rent,90.0,,2402681,garage,Barcelona,True,"Sants, Barcelona","Garaje en calle Galileu, 23",,https://www.idealista.com/inmueble/2402681/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
2684,"rambla de sant jordi, 90",es,sedanCar,garage,12334,Sant Jordi - Can Mas,False,,,False,False,False,False,False,41.4957859,2.1635767,Ripollet,,False,,0,rent,60.0,,31231654,garage,Barcelona,True,"Sant Jordi - Can Mas, Ripollet","Garaje en rambla de sant jordi, 90",,https://www.idealista.com/inmueble/31231654/,"['Plaza para coche grande', ' Puerta automática de garaje ']"
2685,"calle de la indústria, 97 -99",es,sedanCar,garage,2406,Eixample,False,,,False,False,True,False,False,41.4066211,2.1703332000000004,Barcelona,La Sagrada Família,False,,0,rent,120.0,,30820281,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de la indústria, 97 -99",,https://www.idealista.com/inmueble/30820281/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ']"
2686,"calle de bolívia, 148  - 160",es,compactCar,garage,3143,Sant Martí,False,,,False,False,True,False,False,41.4071838,2.1969386,Barcelona,Provençals del Poblenou,False,,0,rent,80.0,,30724432,garage,Barcelona,True,"Provençals del Poblenou, Barcelona","Garaje en calle de bolívia, 148  - 160",,https://www.idealista.com/inmueble/30724432/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ']"
